,ID,性別,年齢区分,婚姻有無,扶養家族,利用月数,電話ｻｰﾋﾞｽ,電話回線数,ｲﾝﾀｰﾈｯﾄｻｰﾋﾞｽ,ｾｷｭﾘﾃｨｻｰﾋﾞｽ,ﾊﾞｯｸｱｯﾌﾟｻｰﾋﾞｽ,機器予防ｻｰﾋﾞｽ,ﾃｸﾆｶﾙｻﾎﾟｰﾄ,ｽﾄﾘｰﾐﾝｸﾞｻｰﾋﾞｽ(TV),ｽﾄﾘｰﾐﾝｸﾞｻｰﾋﾞｽ(映画),契約形態,請求書,支払方法,月額支払額,通算支払額,解約
2833,7407-SUJIZ,1,0,0,0,25,1,1,0,2,2,2,2,2,2,0,0,1,20.6,541.5,0
2834,2799-TSLAG,2,0,1,1,65,1,2,0,2,2,2,2,2,2,2,1,2,25.3,1748.55,0
2835,7595-EHCDL,1,0,1,1,32,0,0,1,0,0,1,0,1,1,0,0,3,50.6,1653.45,0
2836,8749-JMNKX,1,1,1,0,51,1,2,2,1,0,1,0,1,0,0,1,2,93.8,4750.95,1
2837,5519-TEEUH,1,0,0,1,33,1,1,0,2,2,2,2,2,2,1,1,1,20.15,682.15,0
2838,9090-SGQXL,1,1,1,0,68,1,2,2,0,1,1,0,1,1,0,1,0,105.3,7299.65,1
2839,1222-KJNZD,1,0,1,1,40,1,1,0,2,2,2,2,2,2,0,1,2,20.4,745.3,0
2840,4115-UMJFQ,1,0,0,0,69,0,0,1,0,1,1,0,0,0,1,1,2,35.75,2492.25,0
2841,6372-RFVNS,2,0,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,78.8,78.8,1
2842,9786-YWNHU,2,0,1,1,63,1,1,1,1,1,1,1,0,0,2,0,1,63.55,4014.2,0
2843,1431-CYWMH,2,0,1,1,22,1,1,0,2,2,2,2,2,2,0,0,2,19.05,454.05,0
2844,0772-GYEQQ,1,0,0,0,3,1,1,2,0,0,1,1,1,0,0,1,1,88.35,262.05,1
2845,5917-RYRMG,1,1,0,0,32,1,1,0,2,2,2,2,2,2,1,0,3,19.8,587.7,0
2846,9699-UBQFS,2,1,1,0,43,1,2,2,1,1,0,0,1,0,0,1,0,94.5,4156.8,0
2847,6297-NOOPG,2,0,1,0,70,1,2,2,0,1,1,1,1,1,2,1,0,110.5,7752.05,0
2848,4307-KWMXE,1,0,0,0,10,0,0,1,0,1,0,1,0,0,0,0,0,35.75,389.8,0
2849,3877-JRJIP,1,0,0,0,1,1,2,1,0,0,0,0,1,0,0,1,0,59.85,59.85,1
2850,4250-ZBWLV,1,0,0,0,68,1,2,2,0,1,1,1,1,1,1,0,0,108.45,7176.55,1
2851,7480-SPLEF,1,0,1,1,69,1,2,0,2,2,2,2,2,2,2,1,2,26.0,1796.55,0
2852,3810-DVDQQ,2,0,1,1,72,1,2,2,1,1,1,1,1,1,2,1,2,117.6,8308.9,0
2853,0895-LNKRC,1,0,1,1,6,1,1,0,2,2,2,2,2,2,1,0,1,19.45,113.5,0
2854,3161-GETRM,1,0,1,1,34,1,2,2,0,0,1,0,0,1,0,1,3,90.05,3097.0,0
2855,2234-EOFPT,1,0,1,0,72,1,1,1,1,1,0,1,1,1,2,1,2,79.35,5753.25,0
2856,6954-OOYZZ,1,0,1,0,18,1,1,1,0,0,0,0,0,0,0,1,2,44.35,768.05,0
2857,8132-YPVBX,2,0,0,0,6,1,1,2,0,1,0,0,0,1,0,1,1,85.95,514.6,0
2858,3118-UHVVQ,2,0,1,0,68,1,2,0,2,2,2,2,2,2,2,0,3,25.8,1911.5,0
2859,0616-ATFGB,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25.05,25.05,1
2860,4526-RMTLL,1,0,1,1,8,1,2,1,1,1,0,1,0,1,2,1,3,76.15,645.8,0
2861,8734-DKSTZ,2,0,1,1,10,1,2,2,0,0,0,0,0,1,0,0,0,85.95,858.6,0
2862,8763-KIAFH,2,0,1,1,27,1,1,0,2,2,2,2,2,2,1,1,1,20.55,583.3,0
2863,1371-WEPDS,1,1,1,0,40,1,1,1,0,0,0,0,0,1,1,0,0,55.8,2283.3,0
2864,4086-ATNFV,2,0,1,1,34,1,1,1,1,1,1,0,0,0,1,1,1,60.8,2042.05,0
2865,2338-BQEZT,2,0,0,0,55,1,1,1,1,0,0,0,0,0,0,1,3,50.55,2832.75,0
2866,5998-DZLYR,2,0,1,0,61,1,2,2,0,1,0,1,0,1,2,1,2,94.35,5703.0,0
2867,5940-NFXKV,1,0,1,1,19,1,2,2,0,0,0,0,0,1,0,1,0,83.65,1465.75,1
2868,0795-GMVQO,1,0,1,0,67,1,2,2,1,1,1,0,1,1,1,0,3,109.9,7332.4,0
2869,2055-BFOCC,1,1,1,0,63,1,1,1,1,1,1,1,1,1,1,1,2,84.0,5329.55,0
2870,8224-KDLKN,1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,2,25.0,1738.9,0
2871,7137-NAXML,1,0,0,0,23,1,1,0,2,2,2,2,2,2,1,0,2,20.15,405.6,0
2872,2729-VNVAP,2,0,1,1,33,1,1,0,2,2,2,2,2,2,2,0,3,19.8,641.35,0
2873,0366-NQSHS,1,0,0,0,2,1,1,0,2,2,2,2,2,2,0,0,1,19.35,46.35,0
2874,6581-NQCBA,2,0,1,0,16,0,0,1,0,0,0,1,1,1,0,1,0,49.95,810.2,1
2875,8818-XYFCQ,1,0,1,1,32,1,2,2,1,0,0,0,1,1,0,1,3,99.55,3204.65,1
2876,6952-OMNWB,1,1,1,0,68,1,2,2,0,0,1,0,0,0,0,1,3,80.35,5589.3,0
2877,7239-HZZCX,1,0,0,0,1,1,1,0,2,2,2,2,2,2,0,0,1,19.75,19.75,1
2878,2680-XKKNJ,2,0,0,0,8,1,1,1,1,1,0,1,0,0,1,0,2,58.2,469.25,0
2879,6872-HXFNF,2,0,1,0,64,1,2,1,0,0,1,1,0,0,1,0,2,58.35,3756.45,0
2880,8564-LDKFL,1,0,1,0,40,1,2,2,0,1,1,0,1,1,1,1,2,106.0,4178.65,0
2881,5480-XTFFL,2,0,1,1,31,1,1,0,2,2,2,2,2,2,2,0,1,21.0,697.7,0
2882,8467-WYNSR,1,0,0,0,22,1,1,1,1,0,0,1,0,0,0,0,1,55.1,1253.15,0
2883,5129-HHMZC,2,0,1,0,43,1,2,1,1,1,0,1,1,1,2,0,3,86.45,3574.5,0
2884,9360-AHGNL,2,1,1,0,43,1,2,2,1,0,1,1,1,1,1,1,1,109.55,4830.25,1
2885,7808-DVWEP,1,0,1,0,3,1,1,0,2,2,2,2,2,2,0,0,2,20.0,49.65,0
2886,7268-IGMFD,1,1,0,0,18,1,2,2,0,0,1,1,1,0,0,0,2,93.9,1743.9,0
2887,1353-GHZOS,1,0,1,0,22,1,1,1,1,0,0,0,1,0,1,1,2,59.75,1374.35,0
2888,7817-OMJNA,1,0,0,0,14,1,1,0,2,2,2,2,2,2,1,0,2,20.4,275.7,0
2889,5071-FBJFS,2,0,1,1,4,1,1,1,1,0,0,0,0,0,0,0,0,50.3,217.1,0
2890,3523-BRGUW,1,1,0,0,26,1,1,0,2,2,2,2,2,2,1,0,3,19.3,504.2,0
2891,3898-GUYTS,2,1,0,0,45,1,2,2,1,1,0,1,1,0,0,1,0,97.05,4385.05,0
2892,1142-WACZW,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,2,29.85,75.6,1
2893,4283-FUTGF,1,1,0,0,19,1,2,2,0,0,1,0,0,0,0,1,0,79.85,1471.75,1
2894,6578-KRMAW,1,0,0,0,32,1,1,2,1,1,1,0,0,1,0,1,3,93.4,2979.3,0
2895,8777-MBMTS,2,1,1,0,65,1,1,2,0,1,1,1,1,1,2,1,3,105.85,6725.5,0
2896,1723-HKXJQ,1,0,0,0,42,1,2,2,0,1,0,0,1,1,0,1,0,101.75,4273.45,1
2897,1853-UDXBW,1,0,1,1,1,1,1,2,0,0,0,0,0,0,0,1,0,70.0,70.0,1
2898,3413-CSSTH,1,0,0,0,41,1,2,1,0,0,1,0,0,0,0,1,2,55.7,2237.55,0
2899,1552-AAGRX,2,0,0,0,30,1,2,2,1,0,0,1,1,1,0,0,2,106.4,3211.9,0
2900,6518-PPLMZ,1,0,1,1,53,1,1,0,2,2,2,2,2,2,2,1,1,19.4,1110.35,0
2901,5505-OVWQW,2,0,0,0,17,1,1,0,2,2,2,2,2,2,1,0,1,20.15,353.65,0
2902,2080-CAZNM,2,1,0,0,41,1,2,2,0,1,1,0,1,1,0,1,0,104.4,4133.95,0
2903,3115-JPJDD,2,0,1,0,59,1,1,2,1,0,1,0,0,0,1,1,3,81.25,4639.45,0
2904,6614-VBEGU,2,0,1,0,24,1,1,1,0,1,0,0,1,1,0,1,2,69.45,1614.05,0
2905,8559-WNQZS,1,0,0,0,1,1,1,0,2,2,2,2,2,2,2,0,1,20.45,20.45,0
2906,8593-WHYHV,1,0,0,0,3,1,2,2,0,0,0,0,0,1,0,1,0,85.3,264.8,1
2907,2659-VXMWZ,1,0,1,1,67,1,2,2,1,1,1,0,1,1,1,1,0,111.3,7482.1,1
2908,4674-HGNUA,1,0,1,1,71,1,2,1,1,1,1,1,1,1,2,0,3,89.9,6457.15,0
2909,6131-IUNXN,2,0,1,1,19,1,1,0,2,2,2,2,2,2,0,0,1,20.2,382.2,0
2910,0608-JDVEC,1,0,1,0,50,1,1,0,2,2,2,2,2,2,2,0,0,19.8,1013.2,0
2911,2239-JALAW,1,0,0,0,58,1,2,2,0,1,1,0,1,1,1,1,2,103.25,6017.65,1
2912,5510-BOIUJ,1,0,0,1,1,1,1,0,2,2,2,2,2,2,0,0,1,19.25,19.25,1
2913,8199-ZLLSA,1,0,0,0,67,1,2,2,1,1,1,1,1,1,1,1,2,118.35,7804.15,1
2914,5649-ANRML,1,1,0,0,2,1,1,2,0,1,1,1,0,1,0,1,3,95.1,180.25,1
2915,0195-IESCP,1,0,1,0,10,1,2,2,0,0,0,0,0,1,0,1,0,85.25,855.3,1
2916,5334-JLAXU,2,0,1,0,60,1,2,2,1,1,0,0,0,1,0,1,3,94.1,5475.9,0
2917,8337-MSSXB,2,0,0,0,14,1,1,2,0,1,0,0,0,1,0,1,0,86.3,1180.95,1
2918,8945-GRKHX,2,0,0,1,1,1,1,2,0,0,0,0,0,1,0,0,0,78.65,78.65,1
2919,9793-WECQC,1,0,0,0,23,1,1,2,0,1,0,0,1,1,0,0,1,95.3,2192.9,0
2920,7529-ZDFXI,1,1,1,0,57,1,2,2,0,1,0,0,0,1,0,1,0,89.85,4925.35,0
2921,5472-CVMDX,2,0,0,0,68,0,0,1,1,0,1,1,0,0,2,0,1,38.9,2719.2,0
2922,2277-DJJDL,1,1,1,0,60,1,2,2,0,0,0,1,1,1,0,1,0,99.0,6017.9,0
2923,1764-VUUMT,1,0,0,1,66,1,1,0,2,2,2,2,2,2,2,0,3,19.95,1269.1,0
2924,1237-WIYYZ,2,0,0,0,18,1,1,0,2,2,2,2,2,2,0,1,1,19.55,389.25,0
2925,2450-ZKEED,2,0,0,0,11,1,1,1,0,0,1,1,0,0,1,0,2,53.8,651.55,0
2926,2495-TTHBQ,2,0,0,1,4,1,1,0,2,2,2,2,2,2,1,1,1,20.4,84.75,0
2927,8909-BOLNL,1,0,0,0,3,1,1,0,2,2,2,2,2,2,1,0,1,21.2,52.05,0
2928,2676-OXPPQ,1,0,0,0,6,1,1,1,1,1,0,0,0,0,0,1,2,55.7,335.65,0
2929,2325-ZUSFD,2,0,1,1,57,1,1,1,1,0,0,0,1,1,1,1,2,70.1,3913.3,1
2930,1409-PHXTF,1,1,1,0,54,1,2,2,0,1,1,1,1,1,2,1,0,110.45,6077.75,0
2931,5307-UVGNB,2,0,1,1,53,0,0,1,1,1,1,0,0,1,0,1,2,48.7,2495.2,0
2932,0244-LGNFY,2,0,1,1,72,1,2,1,1,1,1,1,1,1,2,0,2,92.65,6733.0,0
2933,8050-WYBND,2,0,0,1,22,0,0,1,0,0,1,0,1,1,1,1,3,49.45,1031.4,0
2934,5027-YOCXN,1,0,1,1,51,1,2,2,1,1,0,1,1,1,1,0,3,110.05,5686.4,0
2935,2740-JFBOK,1,0,0,0,10,1,2,0,2,2,2,2,2,2,0,1,0,24.0,226.55,0
2936,8945-MUQUF,1,0,0,0,51,1,2,2,1,1,0,0,1,0,1,1,0,94.8,4837.6,1
2937,3079-BCHLN,1,0,1,0,47,1,1,0,2,2,2,2,2,2,1,0,2,19.9,942.95,0
2938,0375-HVGXO,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,34.7,34.7,1
2939,8413-YNHNV,1,0,0,0,69,1,2,1,1,1,1,1,1,1,2,0,1,90.65,6322.1,0
2940,1501-SGHBW,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,45.85,81.0,1
2941,0388-EOPEX,2,0,1,0,2,1,1,2,1,0,0,0,0,0,0,1,0,74.4,139.4,1
2942,8329-GWVPJ,2,0,1,1,50,1,1,2,0,0,0,0,0,0,0,1,2,69.75,3557.7,0
2943,7196-LIWRH,2,0,0,0,6,1,1,0,2,2,2,2,2,2,2,0,1,19.55,124.45,0
2944,1937-OTUKY,2,0,1,0,72,1,2,2,1,0,1,1,1,0,2,1,2,98.2,7015.9,0
2945,1156-ZFYDO,2,0,0,0,1,1,1,0,2,2,2,2,2,2,0,0,0,19.75,19.75,0
2946,2003-CKLOR,1,0,0,0,66,1,1,2,0,1,1,0,1,1,0,0,0,99.5,6710.5,1
2947,9388-ZEYVT,1,0,0,0,43,0,0,1,0,0,1,1,0,1,1,0,0,44.15,1931.3,0
2948,7353-YOWFP,2,0,0,0,7,1,1,0,2,2,2,2,2,2,1,0,1,20.25,129.15,0
2949,7445-WMRBW,2,0,0,0,48,1,2,1,0,1,1,1,1,0,1,1,2,73.85,3581.4,0
2950,2812-REYAT,2,0,1,0,49,1,1,0,2,2,2,2,2,2,1,1,2,20.05,923.1,0
2951,0412-UCCNP,1,0,0,0,55,1,1,1,1,0,1,1,0,0,2,1,0,59.2,3175.85,0
2952,1231-YNDEK,1,0,0,0,58,1,1,0,2,2,2,2,2,2,2,1,2,19.15,1035.5,0
2953,5934-TSSAU,2,0,1,1,23,1,1,2,0,0,1,0,0,0,0,1,3,75.3,1702.9,0
2954,8095-WANWK,2,0,0,0,10,1,1,1,0,0,0,0,0,0,0,0,1,45.25,428.7,0
2955,7928-VJYAB,1,0,1,1,11,1,1,2,0,0,0,0,1,1,0,0,0,90.6,1020.2,0
2956,7074-IEVOJ,2,1,0,0,3,1,2,2,0,1,0,0,0,0,0,1,0,79.4,205.05,1
2957,6689-TCZHQ,2,1,0,0,5,1,1,2,0,0,0,0,0,1,0,0,0,78.95,378.4,1
2958,1897-OKVMW,2,0,1,1,64,1,2,1,1,1,1,1,1,1,2,1,1,90.6,5817.45,0
2959,3500-NSDOA,1,0,1,1,68,1,2,1,0,1,0,1,0,1,2,0,3,70.8,4859.95,0
2960,9746-UGFAC,2,0,0,0,22,1,1,0,2,2,2,2,2,2,1,0,2,20.85,450.65,0
2961,6728-WYQBC,1,0,0,0,1,1,1,0,2,2,2,2,2,2,0,0,2,20.95,20.95,0
2962,5014-WUQMG,1,0,1,1,47,1,1,2,1,1,1,0,0,1,1,1,0,96.1,4391.45,0
2963,1291-CUOCY,1,0,1,0,72,1,2,2,0,1,1,1,1,1,2,1,3,110.6,7962.2,0
2964,1090-PYKCI,2,0,1,1,69,1,2,2,1,1,1,1,1,0,1,1,3,105.1,7234.8,0
2965,7776-QWNFX,1,1,1,0,30,1,1,1,0,1,0,0,0,0,0,1,2,50.4,1527.5,1
2966,6885-PKOAM,2,0,1,0,71,1,2,1,1,1,1,1,1,1,2,0,3,85.75,6223.8,0
2967,3956-CJUST,2,1,0,0,23,1,1,2,1,0,0,0,0,0,0,1,2,75.4,1643.55,0
2968,9026-LHEVG,2,0,0,0,9,0,0,1,0,1,0,0,0,1,0,0,0,40.75,359.4,0
2969,4646-QZXTF,2,0,1,0,7,1,1,1,1,0,1,1,1,1,0,0,2,81.25,580.1,0
2970,4116-TZAQJ,2,0,0,0,9,1,1,2,1,0,0,0,0,0,0,1,3,74.25,639.65,1
2971,4482-FTFFX,1,0,0,0,5,1,1,1,0,0,1,1,0,0,0,0,0,56.15,291.45,0
2972,8659-HDIYE,2,1,0,0,64,1,2,1,0,1,1,1,0,1,0,0,3,74.65,4869.35,0
2973,2262-SLNVK,2,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,70.1,70.1,0
2974,3976-BWUCK,2,0,1,0,30,1,2,2,0,1,0,1,1,0,0,1,3,94.1,2804.45,1
2975,5879-SESNB,2,0,0,0,11,1,2,2,0,0,0,0,0,0,0,0,0,75.25,888.65,0
2976,7009-PCARS,1,0,0,1,55,1,1,0,2,2,2,2,2,2,1,0,2,19.1,1001.5,0
2977,5393-HJZSM,2,0,1,1,32,1,1,1,1,1,1,1,0,1,0,0,2,76.3,2404.15,0
2978,2430-USGXP,1,0,1,0,24,1,2,2,0,0,1,0,1,1,0,1,0,101.05,2391.8,1
2979,2892-GESUL,2,0,1,1,18,1,1,0,2,2,2,2,2,2,2,0,1,19.35,309.25,0
2980,4057-FKCZK,1,0,1,1,58,1,2,2,0,0,0,0,1,0,2,0,2,82.5,4828.05,0
2981,9796-BPKIW,1,1,0,0,8,1,1,2,0,0,0,0,0,0,0,1,3,69.95,562.7,0
2982,6979-TNDEU,2,0,0,0,8,1,1,0,2,2,2,2,2,2,0,0,1,19.2,156.85,0
2983,8191-XWSZG,2,0,0,0,52,1,1,0,2,2,2,2,2,2,1,0,1,20.65,1022.95,0
2984,1241-EZFMJ,1,0,1,0,61,1,2,0,2,2,2,2,2,2,2,0,2,25.45,1538.6,0
2985,6300-BWMJX,2,0,1,0,59,1,2,2,0,0,1,1,1,0,0,0,0,93.35,5386.5,0
2986,7173-TETGO,2,1,1,0,72,1,2,2,1,0,0,0,0,0,2,0,2,78.5,5602.25,0
2987,1258-YMZNM,2,1,0,0,27,1,2,2,1,1,1,0,1,1,1,1,2,110.5,2857.6,0
2988,2074-GUHPQ,2,0,0,1,17,1,2,2,0,1,1,1,0,0,0,1,3,92.7,1556.85,0
2989,6847-KJLTS,2,1,1,0,58,1,2,2,0,0,0,1,1,1,0,1,2,100.4,5749.8,0
2990,7394-FKDNK,2,0,1,0,9,1,1,2,0,0,0,0,1,1,0,0,0,89.45,853.1,1
2991,3896-RCYYE,2,0,0,0,67,0,0,1,0,0,1,1,1,1,0,1,3,53.4,3579.15,0
2992,5688-KZTSN,1,0,1,1,15,1,1,0,2,2,2,2,2,2,0,1,0,20.0,288.05,1
2993,9850-OWRHQ,2,0,1,0,3,1,2,2,0,0,0,0,0,0,0,1,3,74.1,228.0,1
2994,3585-ISXZP,2,0,0,0,8,1,2,2,0,0,0,0,1,1,0,0,2,95.65,778.1,1
2995,8496-EJAUI,1,0,0,0,19,1,1,2,0,1,0,0,0,0,0,1,3,73.85,1424.5,1
2996,8022-BECSI,1,0,0,0,22,1,1,0,2,2,2,2,2,2,1,0,1,19.6,422.5,0
2997,6894-LFHLY,1,1,0,0,1,1,2,2,0,0,0,0,0,0,0,1,0,75.75,75.75,1
2998,6481-LXPWL,1,0,1,1,56,0,0,1,0,1,1,0,0,0,1,1,3,36.1,1971.5,0
2999,5696-CEIQJ,1,0,1,1,67,1,1,2,0,1,1,1,1,1,2,0,2,103.15,6895.5,0
3000,0952-KMEEH,1,0,0,0,13,1,2,2,1,0,0,0,1,1,0,0,1,98.15,1230.25,1
3001,1104-FEJAM,1,0,1,1,28,1,2,1,0,1,0,0,0,1,0,0,0,64.4,1802.15,0
3002,9752-ZNQUT,2,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,48.6,48.6,0
3003,8160-HOWOX,2,0,0,0,7,1,1,1,0,0,0,0,1,1,0,1,0,66.85,458.1,0
3004,0402-CQAJN,2,0,0,0,37,1,2,2,0,1,1,0,1,1,0,1,2,101.9,3545.35,1
3005,8082-GHXOP,1,0,0,1,13,1,1,1,0,0,0,0,0,0,0,0,1,44.0,659.35,0
3006,2569-WGERO,2,0,0,0,72,1,1,0,2,2,2,2,2,2,2,1,2,21.15,1419.4,0
3007,4248-HCETZ,1,1,1,0,30,1,1,2,0,1,1,0,0,0,0,1,1,79.65,2365.15,1
3008,0867-MKZVY,2,0,1,0,20,1,2,2,1,0,0,0,0,0,0,0,0,82.4,1592.35,1
3009,7921-LMDFQ,1,1,0,0,51,1,1,2,0,0,1,0,1,1,1,1,2,94.0,4905.75,0
3010,4360-QRAVE,1,1,0,0,37,0,0,1,0,1,1,0,0,0,0,0,0,36.65,1315.0,0
3011,9971-ZWPBF,1,1,1,1,34,1,2,2,0,1,1,1,1,1,0,1,0,108.9,3625.2,0
3012,2452-MRMZF,2,1,1,0,72,1,2,0,2,2,2,2,2,2,2,1,3,25.7,1937.4,0
3013,8672-OAUPW,1,0,0,1,51,1,1,1,0,0,0,1,0,0,1,0,3,47.85,2356.75,0
3014,9644-KVCNC,2,0,0,0,66,1,2,2,0,0,1,0,1,0,1,1,2,92.15,6056.9,0
3015,4860-IJUDE,1,0,0,0,13,1,1,2,1,0,0,0,0,0,0,1,3,73.75,956.65,0
3016,3389-KTRXV,2,0,1,1,23,1,2,0,2,2,2,2,2,2,2,0,1,23.85,625.65,0
3017,5863-OOKCL,2,0,0,0,10,1,1,0,2,2,2,2,2,2,0,0,1,18.85,163.2,0
3018,2722-VOJQL,1,0,0,0,64,1,2,2,0,1,0,1,1,1,1,1,3,105.65,6903.1,1
3019,0440-EKDCF,1,0,1,0,62,1,1,1,0,1,1,1,0,0,2,1,3,60.15,3753.2,0
3020,2234-XADUH,2,0,1,1,72,1,2,2,0,1,1,0,1,1,1,1,3,103.2,7362.9,0
3021,8645-KOMJQ,1,0,1,1,69,1,2,1,0,1,1,1,1,1,2,1,2,81.95,5601.4,0
3022,8466-PZBLH,1,0,1,1,67,1,2,2,1,0,0,1,1,1,2,0,2,104.6,6885.75,0
3023,3703-KBKZP,1,1,0,0,16,1,2,2,0,0,0,0,0,0,0,1,2,74.45,1261.35,0
3024,1406-PUQVY,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,49.9,49.9,0
3025,8735-DCXNF,1,0,1,0,10,1,1,1,1,0,0,1,0,0,0,1,3,54.95,568.85,0
3026,1447-PJGGA,2,0,0,0,57,1,1,2,0,0,1,0,1,1,2,1,0,95.25,5464.65,1
3027,6993-YGFJV,1,0,1,0,69,1,2,2,1,1,1,1,1,1,2,1,2,112.55,7806.5,0
3028,2969-QWUBZ,2,0,0,0,2,0,0,1,0,1,0,0,1,1,0,0,0,51.4,96.8,0
3029,9048-JVYVF,1,0,0,0,3,1,1,1,0,0,0,1,1,1,0,1,0,69.35,191.35,1
3030,0665-XHDJU,1,0,1,0,72,1,2,2,0,1,0,0,1,1,2,1,0,99.4,7285.7,0
3031,9661-JALZV,2,0,0,0,58,1,2,0,2,2,2,2,2,2,2,1,3,24.7,1519.0,0
3032,2995-YWTCD,2,0,1,1,19,1,2,0,2,2,2,2,2,2,2,1,2,24.9,467.7,0
3033,7560-QJAVJ,2,0,0,0,70,1,1,1,1,0,1,1,1,1,2,0,2,79.6,5589.45,0
3034,0236-HFWSV,1,0,0,0,15,1,2,2,0,0,0,0,1,1,0,1,0,93.35,1444.65,1
3035,6180-YBIQI,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,24.3,100.2,0
3036,6682-QJDGB,1,0,0,1,40,1,1,1,1,1,0,0,0,0,0,1,1,55.25,2139.2,1
3037,4979-HPRFL,1,0,1,1,56,1,2,0,2,2,2,2,2,2,2,0,2,24.15,1402.25,0
3038,8433-WPJTV,2,1,1,1,65,1,2,2,0,0,1,1,1,1,1,1,2,103.9,6767.1,0
3039,4909-JOUPP,1,1,1,0,72,1,2,2,0,1,1,1,1,1,2,0,3,109.7,7898.45,0
3040,5837-LXSDN,2,0,1,1,21,1,1,1,0,1,0,0,1,0,1,1,3,58.85,1215.45,0
3041,5392-AKEMH,2,0,0,0,12,1,1,1,0,0,0,0,0,0,0,1,0,45.05,523.1,0
3042,9961-JBNMK,1,1,0,0,21,1,1,2,0,0,1,0,1,1,0,1,2,96.8,2030.3,1
3043,2560-PPCHE,2,0,0,0,65,1,2,2,0,1,0,1,1,1,1,1,2,105.05,6744.25,0
3044,0027-KWYKW,2,0,1,1,23,1,2,2,0,0,0,0,1,0,0,1,0,83.75,1849.95,0
3045,5269-NRGDP,1,0,1,1,42,1,1,1,0,0,1,1,1,1,1,0,0,73.15,3088.25,0
3046,4430-UZIPO,1,0,0,0,3,0,0,1,0,1,0,1,0,0,0,1,1,36.85,108.7,1
3047,9501-UKKNL,1,0,0,0,59,0,0,1,0,0,0,1,1,1,0,1,0,51.7,3005.8,0
3048,4475-NVTLU,1,0,1,1,45,1,1,0,2,2,2,2,2,2,2,0,0,19.2,903.7,0
3049,7395-XWZOY,1,0,0,0,20,0,0,1,1,1,1,1,1,0,0,1,3,55.0,1165.55,0
3050,2205-LPVGL,1,1,1,1,58,1,2,2,1,1,0,1,0,0,1,1,2,89.85,5125.75,0
3051,1212-GLHMD,1,0,0,0,3,1,1,2,1,0,0,0,0,1,0,1,1,86.05,244.85,0
3052,1697-LYYYX,2,0,1,1,61,1,1,0,2,2,2,2,2,2,1,0,3,19.1,1143.8,0
3053,3318-ISQFQ,2,0,0,0,20,1,1,0,2,2,2,2,2,2,0,1,2,19.5,413.0,0
3054,7795-CFOCW,1,0,0,0,45,0,0,1,1,0,1,1,0,0,1,0,2,42.3,1840.75,0
3055,4360-PNRQB,1,0,0,0,18,1,2,2,0,0,0,0,0,0,0,1,2,75.6,1395.05,0
3056,8033-VCZGH,1,0,1,0,50,1,2,2,1,0,1,0,1,1,1,1,0,103.95,5231.3,0
3057,1848-LBZHY,2,0,1,0,7,1,1,1,1,0,0,0,0,0,0,1,2,50.3,355.1,0
3058,5469-CTCWN,1,0,1,1,61,1,2,2,1,1,0,0,1,1,1,1,0,106.0,6547.7,1
3059,3507-GASNP,1,0,0,1,60,1,1,0,2,2,2,2,2,2,2,0,1,19.95,1189.9,0
3060,0866-QLSIR,2,0,0,0,34,1,2,1,1,1,0,1,0,0,1,1,1,64.4,2088.75,1
3061,0876-WDUUZ,2,0,0,0,5,1,1,2,0,0,0,1,0,1,0,1,3,85.4,425.9,1
3062,5693-PIPCS,1,0,0,0,41,1,1,2,0,1,0,1,1,1,2,1,3,99.65,4220.35,0
3063,3536-IQCTX,1,1,1,0,32,1,2,2,0,0,0,0,0,1,0,0,0,85.3,2661.1,1
3064,5889-JTMUL,2,1,1,0,50,1,2,2,0,1,1,0,1,0,0,1,0,95.05,4888.7,1
3065,9531-NSBMR,2,0,0,0,36,1,1,0,2,2,2,2,2,2,1,1,2,19.25,679.8,0
3066,8605-ITULD,2,0,0,0,1,1,1,0,2,2,2,2,2,2,0,0,1,19.55,19.55,0
3067,3512-IZIKN,2,0,1,0,70,1,2,1,1,0,1,1,0,0,2,0,3,65.3,4759.75,1
3068,7995-ZHHNZ,1,0,1,0,42,1,2,1,1,0,0,0,0,0,1,0,3,56.1,2386.85,0
3069,0374-AACSZ,2,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,50.15,50.15,0
3070,9362-MWODR,2,0,0,1,40,1,1,1,1,0,0,1,1,0,0,1,3,64.1,2460.35,0
3071,2887-JPYLU,2,0,0,1,41,1,1,1,0,0,0,0,0,0,0,0,2,45.2,1841.9,0
3072,2848-YXSMW,1,0,1,1,72,1,1,0,2,2,2,2,2,2,2,0,3,19.4,1363.25,0
3073,6844-DZKRF,1,0,0,0,2,1,1,1,0,0,0,1,0,0,0,1,3,50.2,109.25,0
