,ID,性別,年齢区分,婚姻有無,扶養家族,利用月数,電話ｻｰﾋﾞｽ,電話回線数,ｲﾝﾀｰﾈｯﾄｻｰﾋﾞｽ,ｾｷｭﾘﾃｨｻｰﾋﾞｽ,ﾊﾞｯｸｱｯﾌﾟｻｰﾋﾞｽ,機器予防ｻｰﾋﾞｽ,ﾃｸﾆｶﾙｻﾎﾟｰﾄ,ｽﾄﾘｰﾐﾝｸﾞｻｰﾋﾞｽ(TV),ｽﾄﾘｰﾐﾝｸﾞｻｰﾋﾞｽ(映画),契約形態,請求書,支払方法,月額支払額,通算支払額,解約
3166,2169-RRLFW,女,非高齢者,既婚,なし,71,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,クレジットカード,25.6,1888.25,No
3167,8409-WQJUX,女,非高齢者,未婚,なし,25,なし,電話契約なし,DSL,なし,なし,あり,あり,あり,あり,1年更新,紙請求書,電子決済,54.2,1423.15,No
3168,1776-SPBWV,女,非高齢者,既婚,あり,34,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,電子請求書,口座引き落とし,20.1,682.1,No
3169,4211-MMAZN,男,非高齢者,未婚,なし,1,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,郵送小切手,20.25,20.25,Yes
3170,0886-QGENL,女,高齢者,既婚,なし,27,あり,1回線,Fiber optic,あり,なし,あり,なし,あり,あり,毎月更新,電子請求書,電子決済,101.25,2754.45,Yes
3171,8722-NGNBH,男,非高齢者,未婚,なし,5,なし,電話契約なし,DSL,あり,なし,あり,あり,なし,なし,毎月更新,紙請求書,郵送小切手,40.0,223.45,Yes
3172,2717-HVIZY,女,非高齢者,未婚,あり,8,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,郵送小切手,20.05,163.6,No
3173,1354-YZFNB,男,非高齢者,既婚,あり,4,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,クレジットカード,19.55,68.8,No
3174,9762-YAQAA,男,非高齢者,未婚,なし,39,あり,複数回線,Fiber optic,なし,あり,なし,なし,なし,なし,1年更新,紙請求書,クレジットカード,81.4,3213.75,No
3175,3898-BSJYF,女,非高齢者,未婚,あり,10,あり,複数回線,DSL,あり,なし,あり,あり,なし,あり,1年更新,紙請求書,クレジットカード,73.55,693.3,No
3176,1636-NTNCO,男,高齢者,未婚,なし,4,なし,電話契約なし,DSL,なし,あり,なし,なし,あり,あり,毎月更新,電子請求書,クレジットカード,50.95,207.35,No
3177,0231-LXVAP,男,非高齢者,未婚,なし,1,あり,1回線,Fiber optic,なし,なし,なし,あり,なし,なし,毎月更新,電子請求書,電子決済,75.9,75.9,Yes
3178,6993-YCOBK,男,非高齢者,既婚,あり,60,あり,複数回線,Fiber optic,あり,なし,あり,あり,あり,あり,2年更新,電子請求書,電子決済,110.6,6586.85,No
3179,9397-TZSHA,女,非高齢者,未婚,なし,69,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,クレジットカード,24.6,1678.05,No
3180,8626-PTQGE,男,非高齢者,未婚,なし,69,なし,電話契約なし,DSL,あり,あり,なし,あり,あり,あり,2年更新,電子請求書,口座引き落とし,60.05,4176.7,No
3181,5176-LMJXE,女,非高齢者,未婚,なし,47,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,電子請求書,郵送小切手,20.55,945.7,No
3182,6990-YNRIO,男,非高齢者,既婚,あり,65,あり,複数回線,Fiber optic,あり,なし,あり,あり,あり,あり,2年更新,紙請求書,口座引き落とし,108.65,6937.95,Yes
3183,6825-UYPFK,女,非高齢者,未婚,なし,23,あり,複数回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,紙請求書,口座引き落とし,75.6,1758.6,Yes
3184,5502-RLUYV,女,非高齢者,既婚,あり,69,あり,複数回線,Fiber optic,なし,あり,あり,なし,あり,あり,毎月更新,電子請求書,電子決済,103.95,7446.9,Yes
3185,0565-JUPYD,男,非高齢者,未婚,なし,63,あり,複数回線,Fiber optic,あり,あり,あり,あり,あり,なし,1年更新,紙請求書,クレジットカード,104.5,6590.8,No
3186,8387-UGUSU,女,非高齢者,既婚,あり,15,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,郵送小切手,20.05,284.3,No
3187,4983-CCWMC,男,非高齢者,未婚,なし,3,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,郵送小切手,69.6,207.4,No
3188,9371-BITHB,女,非高齢者,既婚,あり,52,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,郵送小切手,19.85,1070.5,No
3189,3970-XGJDU,女,非高齢者,未婚,なし,62,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,電子請求書,クレジットカード,19.2,1123.65,No
3190,8910-ICHIU,女,非高齢者,未婚,なし,46,あり,1回線,Fiber optic,あり,あり,あり,なし,あり,なし,1年更新,電子請求書,クレジットカード,95.65,4664.2,No
3191,2842-BCQGE,男,非高齢者,未婚,なし,43,あり,複数回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,クレジットカード,75.35,3161.4,No
3192,6598-RFFVI,男,非高齢者,未婚,なし,2,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,クレジットカード,19.3,28.3,Yes
3193,3466-BYAVD,男,非高齢者,既婚,あり,15,あり,1回線,DSL,なし,あり,あり,あり,なし,あり,毎月更新,電子請求書,郵送小切手,69.5,1071.4,No
3194,7868-BGSZA,男,非高齢者,既婚,なし,43,あり,複数回線,DSL,あり,なし,あり,なし,あり,あり,1年更新,電子請求書,電子決済,80.2,3581.6,No
3195,6008-NAIXK,男,高齢者,未婚,なし,54,なし,電話契約なし,DSL,なし,あり,あり,なし,あり,あり,1年更新,電子請求書,電子決済,55.45,2966.95,No
3196,2868-MZAGQ,男,非高齢者,未婚,なし,1,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,あり,毎月更新,電子請求書,電子決済,79.25,79.25,Yes
3197,9189-JWSHV,女,高齢者,既婚,なし,24,あり,複数回線,Fiber optic,なし,なし,なし,なし,あり,あり,毎月更新,電子請求書,電子決済,93.55,2264.05,Yes
3198,4821-WQOYN,女,非高齢者,既婚,あり,72,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,電子請求書,クレジットカード,20.1,1326.25,No
3199,2919-HBCJO,女,非高齢者,未婚,なし,4,あり,1回線,Fiber optic,なし,あり,なし,なし,なし,なし,毎月更新,電子請求書,口座引き落とし,76.65,333.6,Yes
3200,7483-IQWIB,男,非高齢者,既婚,あり,37,あり,複数回線,Fiber optic,なし,あり,あり,なし,あり,なし,毎月更新,電子請求書,電子決済,92.95,3415.25,No
3201,9773-PEQBZ,男,非高齢者,未婚,なし,10,あり,複数回線,Fiber optic,なし,あり,なし,なし,なし,なし,毎月更新,紙請求書,電子決済,79.85,797.25,No
3202,2604-XVDAM,女,非高齢者,未婚,なし,12,あり,1回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,紙請求書,口座引き落とし,43.8,540.95,No
3203,6322-HRPFA,男,非高齢者,既婚,あり,49,あり,1回線,DSL,あり,あり,なし,あり,なし,なし,毎月更新,紙請求書,クレジットカード,59.6,2970.3,No
3204,6769-DCQLI,男,非高齢者,未婚,なし,52,あり,1回線,Fiber optic,なし,あり,あり,あり,あり,あり,1年更新,電子請求書,口座引き落とし,105.0,5426.85,Yes
3205,8007-YYPWD,女,非高齢者,未婚,なし,15,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,口座引き落とし,25.05,369.1,No
3206,7854-EKTJL,女,非高齢者,未婚,あり,2,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,電子請求書,電子決済,19.6,35.85,Yes
3207,3174-RKMOW,男,非高齢者,既婚,あり,35,あり,複数回線,Fiber optic,なし,あり,あり,あり,あり,あり,毎月更新,電子請求書,電子決済,109.95,3782.4,No
3208,2669-OIDSD,女,非高齢者,既婚,なし,48,あり,1回線,Fiber optic,なし,なし,あり,あり,あり,あり,毎月更新,電子請求書,クレジットカード,100.05,4834.0,No
3209,6340-DACFT,女,非高齢者,既婚,あり,50,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,クレジットカード,20.55,1070.25,No
3210,1608-GMEWB,男,高齢者,未婚,なし,45,あり,複数回線,Fiber optic,なし,なし,なし,なし,あり,あり,毎月更新,電子請求書,口座引き落とし,93.9,4200.25,No
3211,4003-FUSHP,男,非高齢者,未婚,なし,19,あり,1回線,DSL,なし,なし,なし,あり,あり,なし,毎月更新,電子請求書,クレジットカード,61.55,1093.2,No
3212,7470-MCQTK,女,非高齢者,既婚,なし,13,なし,電話契約なし,DSL,なし,なし,あり,なし,あり,あり,毎月更新,電子請求書,口座引き落とし,48.75,633.4,Yes
3213,2484-DGXPZ,女,非高齢者,既婚,あり,31,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,電子請求書,郵送小切手,19.55,658.95,Yes
3214,4163-NCJAK,女,非高齢者,既婚,なし,46,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,電子請求書,口座引き落とし,24.45,1066.15,No
3215,4707-MAXGU,男,非高齢者,既婚,なし,72,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,クレジットカード,25.85,1872.2,No
3216,2190-BCXEC,女,非高齢者,既婚,なし,40,あり,複数回線,Fiber optic,なし,なし,なし,あり,なし,なし,毎月更新,電子請求書,クレジットカード,78.85,3126.85,No
3217,1346-PJWTK,男,非高齢者,既婚,なし,61,あり,1回線,Fiber optic,なし,あり,あり,あり,なし,あり,毎月更新,紙請求書,クレジットカード,94.15,5731.85,No
3218,7754-IXRMC,女,非高齢者,未婚,なし,1,あり,1回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,紙請求書,郵送小切手,45.35,45.35,No
3219,6258-PVZWJ,男,非高齢者,既婚,なし,68,あり,複数回線,DSL,あり,あり,あり,あり,あり,あり,2年更新,電子請求書,クレジットカード,90.8,6302.85,No
3220,4998-IKFSE,女,非高齢者,未婚,なし,30,あり,複数回線,Fiber optic,なし,なし,あり,なし,あり,あり,毎月更新,紙請求書,電子決済,100.45,3096.9,No
3221,4625-XMOYM,女,非高齢者,既婚,あり,72,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,電子請求書,口座引き落とし,26.25,1988.05,No
3222,9728-FTTVZ,女,非高齢者,未婚,なし,1,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,69.2,69.2,Yes
3223,4581-SSPWD,女,非高齢者,未婚,なし,3,あり,複数回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,75.8,246.3,Yes
3224,3850-OKINF,男,非高齢者,既婚,あり,71,あり,複数回線,DSL,あり,なし,なし,なし,あり,なし,1年更新,電子請求書,電子決済,66.2,4692.55,No
3225,2167-FQSTQ,女,非高齢者,既婚,なし,72,あり,複数回線,DSL,あり,あり,あり,あり,あり,あり,2年更新,電子請求書,電子決済,92.4,6786.1,No
3226,5515-IDEJJ,男,非高齢者,既婚,あり,1,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,郵送小切手,19.9,19.9,Yes
3227,9924-JPRMC,男,非高齢者,未婚,なし,72,あり,複数回線,Fiber optic,あり,あり,あり,あり,あり,あり,2年更新,電子請求書,電子決済,118.2,8547.15,No
3228,2632-TACXW,女,非高齢者,既婚,なし,62,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,口座引き落とし,23.65,1416.75,No
3229,3629-ZNKXA,男,高齢者,未婚,なし,17,あり,1回線,Fiber optic,なし,あり,あり,なし,あり,あり,毎月更新,電子請求書,電子決済,101.8,1752.45,No
3230,2405-LBMUW,女,非高齢者,既婚,あり,61,なし,電話契約なし,DSL,あり,あり,なし,あり,なし,あり,1年更新,電子請求書,口座引き落とし,50.7,3088.75,No
3231,7627-JKIAZ,女,非高齢者,既婚,なし,37,あり,複数回線,Fiber optic,なし,なし,あり,なし,なし,なし,毎月更新,電子請求書,クレジットカード,78.95,2839.65,Yes
3232,9734-UYXQI,女,非高齢者,未婚,なし,2,あり,複数回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,49.4,106.55,Yes
3233,9152-AMKAK,男,非高齢者,未婚,なし,6,あり,1回線,DSL,あり,なし,あり,あり,あり,あり,2年更新,電子請求書,郵送小切手,80.25,493.4,No
3234,7596-ZYWBB,女,非高齢者,未婚,なし,65,あり,1回線,DSL,あり,あり,なし,あり,なし,なし,2年更新,電子請求書,郵送小切手,59.6,3739.8,No
3235,2878-DHMIN,男,非高齢者,既婚,あり,35,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,電子決済,19.9,666.0,No
3236,7103-ZGVNT,女,非高齢者,既婚,あり,69,あり,複数回線,DSL,あり,あり,なし,あり,あり,なし,1年更新,紙請求書,クレジットカード,73.7,4885.85,No
3237,7145-FEJWU,女,非高齢者,未婚,あり,12,あり,複数回線,Fiber optic,なし,あり,あり,なし,あり,あり,毎月更新,電子請求書,電子決済,105.3,1275.65,No
3238,7711-YIJWC,男,非高齢者,既婚,あり,61,あり,1回線,DSL,あり,あり,あり,あり,あり,あり,1年更新,紙請求書,口座引き落とし,84.9,5264.5,No
3239,2037-SGXHH,男,非高齢者,既婚,あり,38,あり,複数回線,Fiber optic,なし,あり,あり,なし,あり,なし,毎月更新,電子請求書,電子決済,94.65,3624.3,Yes
3240,2959-MJHIC,男,非高齢者,既婚,なし,4,あり,1回線,Fiber optic,なし,なし,なし,なし,あり,なし,毎月更新,電子請求書,電子決済,80.35,307.4,Yes
3241,0774-IFUVM,男,非高齢者,既婚,あり,11,あり,複数回線,DSL,あり,なし,なし,なし,あり,なし,毎月更新,電子請求書,口座引き落とし,65.15,723.35,No
3242,6377-WHAOX,女,非高齢者,既婚,なし,60,あり,複数回線,Fiber optic,なし,あり,あり,なし,あり,あり,毎月更新,電子請求書,電子決済,106.15,6411.25,No
3243,6253-GNHWH,女,非高齢者,既婚,あり,71,あり,複数回線,DSL,あり,あり,あり,あり,なし,なし,2年更新,紙請求書,郵送小切手,71.1,5224.95,No
3244,9633-DENPU,女,非高齢者,既婚,なし,47,あり,1回線,DSL,なし,あり,なし,なし,あり,なし,毎月更新,電子請求書,口座引き落とし,58.6,2723.4,No
3245,1154-HYWWO,男,非高齢者,未婚,なし,38,あり,1回線,DSL,あり,あり,なし,あり,あり,なし,1年更新,紙請求書,郵送小切手,70.6,2708.2,No
3246,1116-DXXDF,男,非高齢者,未婚,なし,39,あり,1回線,Fiber optic,あり,なし,あり,なし,あり,あり,2年更新,電子請求書,電子決済,100.45,3801.7,No
3247,7010-ZMVBF,女,非高齢者,既婚,あり,18,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,郵送小切手,20.45,357.0,No
3248,0442-ZXKVS,女,高齢者,既婚,なし,54,あり,複数回線,Fiber optic,あり,あり,あり,あり,あり,あり,1年更新,電子請求書,口座引き落とし,115.6,6431.05,No
3249,0378-TOVMS,女,非高齢者,未婚,なし,3,あり,1回線,Fiber optic,なし,なし,なし,あり,なし,あり,毎月更新,紙請求書,電子決済,85.8,272.2,Yes
3250,8639-NHQEI,女,非高齢者,既婚,あり,72,あり,複数回線,Fiber optic,あり,あり,なし,なし,あり,なし,2年更新,電子請求書,口座引き落とし,95.9,6954.15,No
3251,1236-WFCDV,男,高齢者,未婚,なし,14,あり,1回線,Fiber optic,なし,なし,なし,なし,あり,あり,毎月更新,紙請求書,クレジットカード,90.45,1266.1,Yes
3252,2692-AQCPF,女,非高齢者,既婚,なし,65,あり,複数回線,Fiber optic,なし,あり,あり,あり,あり,あり,1年更新,電子請求書,クレジットカード,108.05,7118.9,No
3253,7341-LXCAF,男,非高齢者,既婚,なし,4,あり,複数回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,74.65,301.4,Yes
3254,9881-VCZEP,女,非高齢者,既婚,なし,25,あり,複数回線,DSL,なし,あり,なし,なし,なし,なし,毎月更新,紙請求書,電子決済,54.1,1373.0,No
3255,9415-ZNBSX,女,非高齢者,既婚,あり,70,あり,複数回線,DSL,あり,あり,あり,あり,あり,あり,2年更新,電子請求書,口座引き落とし,89.0,6293.2,No
3256,1548-FEHVL,男,非高齢者,既婚,なし,61,あり,複数回線,Fiber optic,あり,あり,なし,なし,あり,あり,毎月更新,電子請求書,電子決済,106.2,6375.2,No
3257,1095-JUDTC,女,高齢者,未婚,なし,47,あり,複数回線,Fiber optic,なし,あり,なし,あり,あり,なし,毎月更新,電子請求書,電子決済,95.05,4504.55,Yes
3258,7245-JMTTQ,女,非高齢者,未婚,なし,51,あり,複数回線,Fiber optic,なし,あり,あり,あり,あり,あり,1年更新,電子請求書,電子決済,111.5,5703.25,No
3259,3623-FQBOX,男,非高齢者,未婚,なし,21,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,電子請求書,郵送小切手,19.95,416.4,No
3260,6196-HBOBZ,男,非高齢者,既婚,なし,65,あり,複数回線,Fiber optic,あり,あり,あり,なし,あり,なし,2年更新,電子請求書,電子決済,99.35,6347.55,No
3261,9214-EKVXR,女,非高齢者,未婚,なし,1,あり,1回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,郵送小切手,44.0,44.0,No
3262,3722-WPXTK,男,非高齢者,未婚,なし,1,あり,1回線,Fiber optic,なし,なし,なし,なし,あり,あり,毎月更新,電子請求書,電子決済,88.35,88.35,Yes
3263,6704-UTUKK,男,非高齢者,既婚,なし,29,なし,電話契約なし,DSL,なし,なし,なし,なし,あり,あり,毎月更新,電子請求書,電子決済,45.9,1332.4,No
3264,9128-CPXKI,女,非高齢者,未婚,なし,59,あり,1回線,Fiber optic,なし,なし,あり,なし,あり,あり,2年更新,紙請求書,電子決済,95.8,5655.45,No
3265,1918-ZBFQJ,女,非高齢者,未婚,なし,13,あり,1回線,Fiber optic,なし,あり,あり,なし,なし,なし,毎月更新,電子請求書,電子決済,79.25,1111.65,Yes
3266,9819-FBNSV,男,高齢者,既婚,なし,37,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,口座引き落とし,72.25,2575.45,No
3267,7787-BNTZM,男,非高齢者,未婚,なし,6,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,口座引き落とし,20.15,130.5,No
3268,8755-OGKNA,女,非高齢者,既婚,あり,57,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,口座引き落とし,19.5,1167.6,No
3269,8782-LKFPK,男,非高齢者,未婚,なし,44,あり,複数回線,Fiber optic,なし,なし,あり,なし,なし,あり,毎月更新,電子請求書,郵送小切手,90.4,4063.0,No
3270,5380-WJKOV,男,非高齢者,未婚,なし,34,あり,複数回線,Fiber optic,なし,あり,あり,なし,あり,あり,毎月更新,電子請求書,電子決済,106.35,3549.25,Yes
3271,8064-RAVOH,男,非高齢者,未婚,あり,1,あり,1回線,DSL,なし,なし,あり,なし,なし,なし,毎月更新,電子請求書,電子決済,49.85,49.85,No
3272,5440-VHLUL,男,非高齢者,未婚,なし,69,あり,複数回線,Fiber optic,なし,あり,なし,あり,あり,あり,1年更新,電子請求書,口座引き落とし,105.2,7386.05,No
3273,1703-MGIAB,女,非高齢者,未婚,なし,17,あり,複数回線,DSL,なし,なし,あり,あり,あり,なし,毎月更新,電子請求書,郵送小切手,69.0,1108.0,No
3274,2097-YVPKN,男,非高齢者,未婚,なし,65,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,郵送小切手,25.75,1654.75,No
3275,3724-UCSHY,男,非高齢者,既婚,あり,6,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,郵送小切手,19.55,122.9,No
3276,3884-UEBXB,女,非高齢者,既婚,あり,67,なし,電話契約なし,DSL,あり,あり,なし,なし,なし,なし,2年更新,紙請求書,口座引き落とし,36.15,2434.45,No
3277,1755-FZQEC,男,非高齢者,未婚,なし,39,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,郵送小切手,19.9,791.15,No
3278,5397-NSKQG,男,非高齢者,既婚,あり,67,なし,電話契約なし,DSL,あり,なし,なし,なし,あり,あり,2年更新,紙請求書,クレジットカード,50.9,3281.65,No
3279,8637-XJIVR,女,非高齢者,未婚,なし,12,あり,複数回線,Fiber optic,あり,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,78.95,927.35,Yes
3280,8263-QMNTJ,男,非高齢者,既婚,なし,72,あり,複数回線,Fiber optic,あり,あり,あり,あり,あり,あり,2年更新,電子請求書,電子決済,115.55,8425.3,No
3281,9845-QOMAD,男,非高齢者,既婚,あり,14,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,郵送小切手,19.75,309.35,No
3282,2277-VWCNI,女,高齢者,未婚,なし,4,あり,複数回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,紙請求書,郵送小切手,48.75,179.85,No
3283,0923-PNFUB,女,非高齢者,未婚,なし,3,あり,1回線,Fiber optic,なし,あり,なし,なし,あり,なし,毎月更新,紙請求書,電子決済,83.75,247.25,Yes
3284,4745-LSPLO,男,非高齢者,未婚,なし,1,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,郵送小切手,20.5,20.5,Yes
3285,8224-UAXBZ,女,非高齢者,既婚,なし,58,なし,電話契約なし,DSL,あり,あり,なし,なし,あり,なし,1年更新,電子請求書,電子決済,45.35,2540.1,No
3286,8204-TIFGJ,女,非高齢者,未婚,なし,23,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,電子請求書,口座引き落とし,20.3,470.6,No
3287,7665-VIGUD,男,非高齢者,未婚,なし,10,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,郵送小切手,20.35,176.3,No
3288,1110-KYLGQ,女,非高齢者,未婚,なし,63,あり,複数回線,Fiber optic,あり,あり,あり,なし,あり,あり,毎月更新,紙請求書,クレジットカード,108.25,6780.1,No
3289,4132-POCZS,男,非高齢者,既婚,なし,52,なし,電話契約なし,DSL,あり,なし,なし,なし,なし,あり,毎月更新,電子請求書,電子決済,39.9,2020.9,No
3290,8773-HHUOZ,女,非高齢者,未婚,あり,17,あり,1回線,DSL,なし,なし,なし,なし,あり,あり,毎月更新,電子請求書,郵送小切手,64.7,1093.1,Yes
3291,3055-MJDSB,男,非高齢者,未婚,なし,9,なし,電話契約なし,DSL,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,郵送小切手,24.6,190.1,No
3292,6360-SVNWV,女,高齢者,未婚,なし,31,あり,1回線,Fiber optic,あり,なし,なし,なし,なし,なし,毎月更新,電子請求書,クレジットカード,73.55,2094.65,No
3293,0799-DDIHE,女,非高齢者,既婚,あり,15,あり,1回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,紙請求書,電子決済,46.3,639.45,No
3294,2996-XAUVF,男,非高齢者,未婚,なし,70,なし,電話契約なし,DSL,なし,なし,なし,あり,なし,あり,2年更新,電子請求書,郵送小切手,40.05,2799.75,No
3295,5240-CAOYT,女,非高齢者,未婚,なし,57,あり,複数回線,Fiber optic,あり,あり,なし,あり,なし,なし,毎月更新,電子請求書,口座引き落とし,87.55,4884.85,No
3296,7129-ACFOG,女,非高齢者,未婚,なし,5,あり,複数回線,DSL,あり,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,53.8,283.95,No
3297,7399-QHBJS,女,非高齢者,既婚,あり,72,あり,複数回線,DSL,あり,あり,なし,あり,なし,なし,2年更新,紙請求書,クレジットカード,66.75,4760.3,No
3298,2200-DSAAL,女,非高齢者,未婚,なし,68,あり,複数回線,DSL,なし,あり,あり,なし,あり,あり,2年更新,電子請求書,電子決済,80.65,5330.2,No
3299,7508-DQAKK,女,非高齢者,未婚,なし,64,あり,複数回線,DSL,あり,あり,あり,あり,あり,あり,2年更新,電子請求書,クレジットカード,86.4,5442.05,No
3300,1977-STDKI,女,高齢者,未婚,なし,1,あり,1回線,Fiber optic,なし,あり,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,73.0,73.0,Yes
3301,8356-WUAOJ,女,非高齢者,既婚,なし,1,あり,1回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,45.0,45.0,No
3302,8234-GSZYK,男,非高齢者,未婚,なし,43,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,口座引き落とし,26.45,1110.05,No
3303,2898-LSJGD,女,非高齢者,既婚,あり,21,なし,電話契約なし,DSL,あり,なし,あり,なし,あり,あり,1年更新,電子請求書,電子決済,55.95,1157.05,Yes
3304,7319-ZNRTR,男,非高齢者,既婚,あり,25,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,電子決済,19.6,411.15,No
3305,6345-ULYRW,男,高齢者,既婚,なし,44,あり,複数回線,Fiber optic,なし,あり,なし,なし,なし,あり,1年更新,紙請求書,郵送小切手,88.4,3912.9,Yes
3306,4115-NZRKS,女,高齢者,未婚,なし,7,あり,1回線,Fiber optic,なし,なし,なし,なし,あり,あり,毎月更新,電子請求書,電子決済,89.15,574.35,No
3307,6746-WAUWT,男,非高齢者,未婚,なし,19,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,電子請求書,クレジットカード,19.7,386.5,No
3308,8267-ZNYVZ,女,非高齢者,既婚,なし,33,あり,1回線,Fiber optic,あり,なし,あり,あり,あり,あり,1年更新,電子請求書,電子決済,103.75,3361.05,Yes
3309,2920-RNCEZ,男,非高齢者,既婚,あり,1,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,クレジットカード,69.95,69.95,No
