ID,性別,高齢者フラグ,既婚,扶養家族,在職期間,電話サービス,複数回線,インターネットサービス,セキュリティサービス,バックアップサービス,機器予防サービス,テクニカルサポート,ストリーミングサービス（TV),ストリーミングサービス（映画),契約期間,電子請求書,支払い方法,月額支払額,通算支払額,解約
9372-TXXPS,女性,非高齢者,既婚,なし,60,あり,1回線,DSL,あり,あり,なし,あり,なし,なし,2年更新,紙請求書,口座引き落とし,59.85,3483.45,No
3259-QMXUN,男性,非高齢者,既婚,なし,58,あり,複数回線,DSL,あり,あり,あり,なし,あり,あり,2年更新,電子請求書,電子決済,86.1,4890.5,No
1015-JPFYW,男性,非高齢者,未婚,あり,7,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,郵送小切手,19.45,136.75,No
6645-MXQJT,男性,非高齢者,既婚,あり,2,あり,1回線,Fiber optic,あり,なし,なし,なし,あり,あり,毎月更新,紙請求書,電子決済,97.1,184.15,No
4360-QRAVE,男性,高齢者,未婚,なし,37,なし,電話契約なし,DSL,なし,あり,あり,なし,なし,なし,毎月更新,紙請求書,電子決済,36.65,1315,No
8433-WPJTV,女性,高齢者,既婚,あり,65,あり,複数回線,Fiber optic,なし,なし,あり,あり,あり,あり,1年更新,電子請求書,口座引き落とし,103.9,6767.1,No
5804-JMYIO,女性,非高齢者,既婚,あり,39,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,郵送小切手,19.75,757.95,No
3763-GCZHZ,男性,非高齢者,既婚,なし,66,あり,複数回線,Fiber optic,なし,あり,なし,あり,あり,あり,1年更新,電子請求書,電子決済,104.05,6890,Yes
6484-LATFU,男性,非高齢者,未婚,なし,68,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,郵送小切手,24.55,1657.4,No
7599-NTMDP,女性,非高齢者,既婚,あり,62,なし,電話契約なし,DSL,あり,あり,なし,あり,あり,なし,2年更新,紙請求書,口座引き落とし,48.7,3008.55,No
0772-GYEQQ,男性,非高齢者,未婚,なし,3,あり,1回線,Fiber optic,なし,なし,あり,あり,あり,なし,毎月更新,電子請求書,郵送小切手,88.35,262.05,Yes
0536-ACXIP,女性,非高齢者,既婚,なし,72,あり,複数回線,Fiber optic,あり,あり,あり,なし,あり,あり,2年更新,電子請求書,電子決済,109.55,8165.1,No
0936-NQLJU,女性,非高齢者,既婚,なし,41,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,クレジットカード,20.65,875.55,No
4831-EOBFE,男性,非高齢者,既婚,あり,29,あり,1回線,Fiber optic,あり,なし,なし,なし,あり,あり,毎月更新,紙請求書,クレジットカード,94.65,2649.15,Yes
1575-KRZZE,女性,非高齢者,未婚,なし,4,あり,1回線,DSL,あり,あり,なし,なし,なし,なし,毎月更新,紙請求書,電子決済,55.2,220.65,No
3251-YMVWZ,男性,非高齢者,未婚,なし,53,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,口座引き落とし,24.05,1301.9,No
4102-OQUPX,男性,高齢者,既婚,なし,1,あり,複数回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,74.4,74.4,Yes
9170-GYZJC,女性,非高齢者,既婚,あり,41,あり,複数回線,DSL,あり,あり,あり,あり,なし,あり,毎月更新,紙請求書,クレジットカード,79.9,3326.2,Yes
4884-LEVMQ,男性,非高齢者,既婚,なし,39,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,電子請求書,口座引き落とし,20.45,790,No
8857-CUPFQ,男性,非高齢者,既婚,なし,63,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,郵送小切手,19.25,1237.65,No
7610-TVOPG,男性,非高齢者,未婚,なし,15,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,電子請求書,電子決済,26.35,378.6,No
3638-DIMPH,女性,非高齢者,既婚,なし,13,あり,1回線,DSL,なし,なし,なし,なし,なし,なし,1年更新,紙請求書,電子決済,43.8,592.65,No
1845-ZLLIG,男性,非高齢者,未婚,なし,1,あり,1回線,DSL,なし,あり,なし,なし,なし,なし,毎月更新,電子請求書,郵送小切手,50.15,50.15,No
8559-WNQZS,男性,非高齢者,未婚,なし,1,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,郵送小切手,20.45,20.45,No
3999-QGRJH,男性,高齢者,未婚,なし,8,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,69.7,560.85,Yes
1699-UOTXU,男性,非高齢者,未婚,なし,60,あり,1回線,DSL,あり,あり,あり,なし,なし,なし,2年更新,紙請求書,電子決済,61.4,3638.25,No
2454-RPBRZ,女性,高齢者,既婚,なし,12,あり,複数回線,Fiber optic,なし,あり,あり,なし,あり,なし,毎月更新,電子請求書,電子決済,98.1,1060.2,Yes
0635-WKOLD,男性,非高齢者,既婚,なし,40,あり,複数回線,DSL,なし,あり,なし,あり,あり,なし,1年更新,紙請求書,クレジットカード,70.75,2921.75,No
5993-JSUWV,女性,非高齢者,未婚,なし,66,あり,1回線,DSL,あり,あり,あり,なし,なし,なし,2年更新,電子請求書,口座引き落とし,61.15,4017.45,No
4518-FZBSX,男性,非高齢者,既婚,あり,42,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,郵送小切手,20.25,854.9,No
5387-ASZNZ,女性,高齢者,未婚,なし,66,あり,複数回線,DSL,あり,あり,なし,あり,なし,なし,1年更新,電子請求書,クレジットカード,63.85,4174.35,No
6988-CJEYV,男性,非高齢者,未婚,なし,49,あり,複数回線,Fiber optic,なし,あり,なし,なし,あり,あり,毎月更新,紙請求書,電子決済,98.7,4920.55,No
2002-MZHWP,女性,非高齢者,未婚,なし,1,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,郵送小切手,20.5,20.5,Yes
3097-FQTVJ,女性,非高齢者,未婚,なし,41,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,郵送小切手,20,810.3,No
5465-BUBFA,女性,非高齢者,既婚,あり,41,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,口座引き落とし,19.3,772.4,No
7299-GNVPL,女性,非高齢者,既婚,あり,23,あり,1回線,Fiber optic,あり,あり,なし,あり,なし,なし,毎月更新,紙請求書,郵送小切手,84.4,1936.85,No
9743-DQKQW,男性,非高齢者,未婚,なし,3,なし,電話契約なし,DSL,なし,なし,なし,なし,なし,なし,毎月更新,紙請求書,電子決済,25.1,79.8,No
1215-VFYVK,女性,非高齢者,未婚,なし,4,なし,電話契約なし,DSL,あり,なし,あり,あり,なし,あり,毎月更新,紙請求書,郵送小切手,48.25,202.25,No
9371-BITHB,女性,非高齢者,既婚,あり,52,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,郵送小切手,19.85,1070.5,No
2265-CYWIV,女性,高齢者,既婚,なし,4,あり,複数回線,Fiber optic,あり,なし,なし,なし,あり,あり,毎月更新,電子請求書,電子決済,99.6,347.65,Yes
9093-FPDLG,女性,非高齢者,未婚,なし,11,あり,1回線,Fiber optic,なし,あり,あり,あり,なし,あり,毎月更新,電子請求書,電子決済,94.2,999.9,No
0541-FITGH,女性,非高齢者,既婚,なし,2,あり,1回線,DSL,あり,なし,なし,なし,なし,あり,毎月更新,電子請求書,郵送小切手,62.15,113.1,No
6985-HAYWX,女性,非高齢者,既婚,なし,26,あり,複数回線,Fiber optic,なし,あり,なし,なし,なし,なし,毎月更新,紙請求書,口座引き落とし,79.3,2015.8,No
7508-KBIMB,男性,非高齢者,既婚,あり,24,あり,1回線,DSL,あり,なし,あり,なし,なし,なし,1年更新,電子請求書,クレジットカード,56.25,1454.25,No
6838-HVLXG,女性,非高齢者,未婚,なし,12,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,郵送小切手,20.3,246.7,No
2277-DJJDL,男性,高齢者,既婚,なし,60,あり,複数回線,Fiber optic,なし,なし,なし,あり,あり,あり,毎月更新,電子請求書,電子決済,99,6017.9,No
1897-OKVMW,女性,非高齢者,既婚,あり,64,あり,複数回線,DSL,あり,あり,あり,あり,あり,あり,2年更新,電子請求書,郵送小切手,90.6,5817.45,No
5485-ITNPC,男性,非高齢者,既婚,なし,66,あり,1回線,DSL,あり,あり,あり,あり,あり,あり,2年更新,電子請求書,口座引き落とし,85.9,5595.3,No
0233-FTHAV,女性,非高齢者,未婚,なし,60,あり,複数回線,Fiber optic,なし,なし,あり,なし,なし,なし,1年更新,電子請求書,口座引き落とし,79.2,4765,No
4644-PIZRT,男性,非高齢者,既婚,あり,17,あり,複数回線,DSL,あり,なし,あり,なし,あり,なし,1年更新,電子請求書,口座引き落とし,70.35,1201.65,No
8922-NPKBJ,男性,非高齢者,既婚,あり,42,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,郵送小切手,19.35,867.3,No
2740-TVLFN,男性,非高齢者,未婚,なし,1,あり,複数回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,50.15,50.15,No
7771-CFQRQ,女性,非高齢者,既婚,あり,47,あり,1回線,DSL,なし,あり,なし,あり,なし,あり,2年更新,紙請求書,口座引き落とし,63.8,3007.25,No
9512-PHSMG,女性,非高齢者,既婚,なし,10,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,電子請求書,郵送小切手,20.55,252.75,No
6963-EZQEE,男性,高齢者,既婚,なし,70,あり,複数回線,DSL,あり,あり,あり,あり,あり,あり,2年更新,電子請求書,クレジットカード,88.55,6306.5,No
2452-KDRRH,男性,高齢者,未婚,なし,67,あり,複数回線,Fiber optic,なし,なし,あり,なし,あり,あり,毎月更新,電子請求書,クレジットカード,101.4,6841.05,No
2004-OCQXK,女性,非高齢者,未婚,なし,1,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,あり,毎月更新,電子請求書,電子決済,81.95,81.95,Yes
5027-QPKTE,男性,非高齢者,既婚,なし,7,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,69.35,451.1,Yes
4146-SVFUD,男性,非高齢者,未婚,なし,1,あり,1回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,紙請求書,郵送小切手,44.6,44.6,No
1564-HJUVY,男性,非高齢者,未婚,なし,4,あり,1回線,DSL,なし,あり,なし,あり,あり,なし,毎月更新,電子請求書,口座引き落とし,63.75,226.2,No
3617-XLSGQ,女性,非高齢者,既婚,あり,66,あり,複数回線,Fiber optic,あり,あり,あり,なし,あり,あり,2年更新,紙請求書,口座引き落とし,109.25,7082.5,No
7517-LDMPS,女性,非高齢者,未婚,なし,12,あり,1回線,Fiber optic,なし,あり,なし,なし,なし,あり,毎月更新,電子請求書,電子決済,84.6,1017.35,No
7244-KXYZN,女性,非高齢者,未婚,なし,24,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,クレジットカード,20.45,527.35,No
5226-NOZFC,男性,非高齢者,未婚,なし,26,あり,1回線,Fiber optic,なし,あり,なし,なし,あり,なし,毎月更新,電子請求書,電子決済,85.75,2146.5,No
2672-HUYVI,女性,非高齢者,未婚,なし,6,あり,1回線,Fiber optic,なし,なし,なし,なし,あり,あり,毎月更新,電子請求書,電子決済,91.1,455.3,Yes
1400-WIVLL,男性,非高齢者,既婚,なし,57,あり,複数回線,Fiber optic,なし,なし,あり,あり,あり,あり,2年更新,紙請求書,電子決済,107.95,5969.85,No
7508-MYBOG,男性,非高齢者,既婚,なし,14,あり,複数回線,Fiber optic,なし,なし,なし,なし,あり,なし,毎月更新,電子請求書,電子決済,86.1,1235.55,Yes
8148-NLEGT,女性,非高齢者,既婚,あり,42,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,電子決済,22.95,1014.25,No
0148-DCDOS,男性,非高齢者,未婚,なし,25,あり,複数回線,Fiber optic,なし,なし,なし,なし,あり,あり,毎月更新,電子請求書,口座引き落とし,94.7,2362.1,Yes
8347-GDTMP,女性,非高齢者,既婚,なし,64,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,クレジットカード,19.45,1225.65,No
9992-RRAMN,男性,非高齢者,既婚,なし,22,あり,複数回線,Fiber optic,なし,なし,なし,なし,なし,あり,毎月更新,電子請求書,電子決済,85.1,1873.7,Yes
6746-WAUWT,男性,非高齢者,未婚,なし,19,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,電子請求書,クレジットカード,19.7,386.5,No
0310-MVLET,女性,非高齢者,既婚,あり,61,あり,複数回線,Fiber optic,なし,あり,なし,なし,あり,あり,毎月更新,電子請求書,電子決済,99.15,6010.05,Yes
0428-IKYCP,男性,非高齢者,既婚,なし,22,あり,1回線,Fiber optic,なし,なし,あり,なし,あり,なし,毎月更新,電子請求書,口座引き落とし,87,1850.65,No
4550-VBOFE,男性,高齢者,既婚,なし,70,あり,複数回線,Fiber optic,なし,あり,あり,なし,あり,あり,毎月更新,電子請求書,電子決済,102.95,7101.5,Yes
2187-PKZAY,男性,非高齢者,未婚,なし,12,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,あり,毎月更新,電子請求書,口座引き落とし,79.95,1043.4,No
4003-OCTMP,女性,非高齢者,既婚,なし,31,あり,1回線,DSL,あり,なし,なし,あり,なし,あり,1年更新,電子請求書,電子決済,64,1910.75,No
6652-YFFJO,女性,非高齢者,未婚,なし,11,あり,1回線,DSL,なし,なし,なし,なし,あり,あり,毎月更新,電子請求書,電子決済,64.9,716.1,No
7225-IILWY,男性,非高齢者,既婚,あり,68,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,郵送小切手,25.75,1686.15,No
5248-RPYWW,女性,高齢者,既婚,あり,72,あり,複数回線,DSL,あり,あり,あり,あり,あり,あり,2年更新,電子請求書,口座引き落とし,90.15,6716.45,No
7923-IYJWY,男性,高齢者,未婚,なし,67,あり,複数回線,Fiber optic,あり,あり,あり,あり,あり,あり,2年更新,電子請求書,クレジットカード,116.1,7839.85,No
3170-GWYKC,女性,非高齢者,未婚,なし,60,あり,1回線,Fiber optic,あり,なし,あり,あり,あり,あり,毎月更新,電子請求書,口座引き落とし,104.95,6236.75,No
5696-QURRL,男性,非高齢者,未婚,なし,1,あり,1回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,郵送小切手,45.05,45.05,Yes
7409-KIUTL,女性,高齢者,未婚,あり,1,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,71,71,Yes
9830-ECLEN,男性,非高齢者,既婚,あり,58,なし,電話契約なし,DSL,あり,あり,あり,なし,あり,なし,1年更新,紙請求書,郵送小切手,50,2919.85,No
1732-VHUBQ,女性,高齢者,既婚,あり,47,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,紙請求書,口座引き落とし,70.55,3309.25,Yes
0495-RVCBF,女性,非高齢者,未婚,なし,1,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,あり,毎月更新,電子請求書,電子決済,79.7,79.7,Yes
2668-TZSPS,男性,非高齢者,未婚,なし,1,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,郵送小切手,20.45,20.45,No
7854-EDSSA,男性,非高齢者,未婚,なし,22,あり,複数回線,DSL,あり,あり,なし,なし,なし,なし,毎月更新,紙請求書,電子決済,59,1254.7,Yes
8869-TORSS,女性,非高齢者,未婚,なし,48,あり,1回線,DSL,あり,なし,あり,あり,なし,なし,1年更新,電子請求書,クレジットカード,60.35,2896.4,Yes
7446-SFAOA,女性,非高齢者,既婚,なし,37,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,電子請求書,口座引き落とし,19.85,717.5,No
9522-ZSINC,男性,非高齢者,未婚,なし,13,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,電子請求書,電子決済,19.95,253.8,No
8234-GSZYK,男性,非高齢者,未婚,なし,43,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,口座引き落とし,26.45,1110.05,No
6505-OZNPG,女性,非高齢者,未婚,なし,6,なし,電話契約なし,DSL,あり,あり,あり,あり,あり,あり,2年更新,電子請求書,郵送小切手,63.4,348.8,No
6164-HAQTX,男性,非高齢者,未婚,なし,71,なし,電話契約なし,DSL,あり,あり,あり,あり,あり,なし,2年更新,紙請求書,口座引き落とし,53.95,3888.65,No
0679-IDSTG,女性,高齢者,既婚,あり,1,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,69.25,69.25,Yes
7765-LWVVH,女性,非高齢者,既婚,あり,72,あり,複数回線,Fiber optic,あり,あり,なし,なし,あり,なし,2年更新,電子請求書,電子決済,95.1,6843.15,No
1658-TJVOA,女性,高齢者,未婚,なし,6,あり,1回線,Fiber optic,あり,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,74.1,450.9,No
0953-LGOVU,男性,非高齢者,既婚,あり,12,なし,電話契約なし,DSL,なし,あり,なし,あり,なし,なし,毎月更新,紙請求書,郵送小切手,35.5,432.25,No
2115-BFTIW,男性,非高齢者,未婚,なし,25,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,紙請求書,郵送小切手,70.95,1767.35,Yes
4692-NNQRU,女性,非高齢者,既婚,なし,21,あり,1回線,Fiber optic,なし,なし,あり,あり,なし,なし,1年更新,紙請求書,電子決済,79.2,1742.45,No
7742-MYPGI,女性,非高齢者,既婚,あり,6,あり,1回線,DSL,なし,なし,なし,あり,なし,なし,毎月更新,電子請求書,郵送小切手,48.8,297.35,No
0611-DFXKO,男性,非高齢者,既婚,なし,20,あり,1回線,Fiber optic,なし,なし,なし,なし,あり,あり,毎月更新,電子請求書,郵送小切手,89,1820.45,Yes
7780-OTDSO,男性,非高齢者,既婚,なし,18,あり,複数回線,Fiber optic,あり,なし,なし,なし,あり,あり,毎月更新,電子請求書,電子決済,99.4,1742.95,Yes
9619-GSATL,女性,非高齢者,未婚,なし,43,あり,1回線,DSL,なし,あり,なし,あり,なし,なし,1年更新,紙請求書,電子決済,55.45,2444.25,No
5622-UEJFI,女性,非高齢者,既婚,あり,35,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,電子請求書,クレジットカード,25.4,949.8,No
9747-DDZOS,女性,非高齢者,未婚,なし,1,あり,1回線,Fiber optic,なし,なし,あり,なし,なし,なし,毎月更新,紙請求書,口座引き落とし,73.5,73.5,Yes
0674-DGMAQ,男性,高齢者,既婚,なし,32,あり,複数回線,Fiber optic,なし,あり,あり,なし,なし,あり,毎月更新,電子請求書,電子決済,93.5,2970.8,No
6203-HBZPA,男性,非高齢者,未婚,なし,52,なし,電話契約なし,DSL,あり,あり,あり,あり,あり,あり,2年更新,紙請求書,クレジットカード,63.9,3334.95,No
0484-FFVBJ,男性,非高齢者,未婚,なし,32,あり,1回線,DSL,なし,なし,なし,なし,あり,あり,1年更新,電子請求書,口座引き落とし,64.85,2010.95,No
0301-FIDRB,女性,非高齢者,既婚,あり,72,なし,電話契約なし,DSL,あり,あり,あり,あり,あり,あり,2年更新,電子請求書,口座引き落とし,63.8,4684.3,No
4139-JPIAM,男性,非高齢者,未婚,なし,51,なし,電話契約なし,DSL,あり,なし,なし,あり,なし,あり,毎月更新,電子請求書,クレジットカード,44.45,2181.55,No
2181-TIDSV,男性,非高齢者,既婚,あり,68,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,電子請求書,口座引き落とし,19.95,1303.25,No
2761-XECQW,男性,高齢者,既婚,なし,8,なし,電話契約なし,DSL,なし,あり,あり,なし,なし,あり,毎月更新,電子請求書,郵送小切手,43.35,371.4,No
1936-CZAKF,男性,非高齢者,既婚,なし,49,なし,電話契約なし,DSL,なし,あり,なし,なし,あり,あり,2年更新,紙請求書,クレジットカード,49.65,2409.9,No
9453-PATOS,女性,非高齢者,既婚,なし,72,あり,1回線,DSL,あり,あり,あり,あり,あり,あり,2年更新,紙請求書,郵送小切手,85.1,6155.4,No
0564-JJHGS,男性,非高齢者,未婚,なし,9,あり,複数回線,Fiber optic,なし,なし,なし,なし,あり,あり,毎月更新,電子請求書,電子決済,95.5,829.1,Yes
3348-CFRNX,女性,非高齢者,既婚,なし,28,あり,1回線,Fiber optic,あり,なし,なし,なし,あり,あり,毎月更新,電子請求書,郵送小切手,92.35,2602.9,Yes
4402-FTBXC,男性,非高齢者,未婚,なし,54,あり,1回線,Fiber optic,あり,なし,あり,なし,あり,なし,毎月更新,紙請求書,郵送小切手,89.8,4667,No
1428-GTBJJ,男性,非高齢者,未婚,なし,11,あり,1回線,Fiber optic,なし,あり,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,74.55,824.75,Yes
2931-XIQBR,女性,非高齢者,既婚,あり,50,あり,1回線,Fiber optic,なし,なし,あり,あり,あり,あり,1年更新,紙請求書,郵送小切手,103.05,5153.5,No
0106-UGRDO,女性,非高齢者,既婚,なし,69,あり,複数回線,Fiber optic,あり,あり,あり,あり,あり,あり,2年更新,電子請求書,電子決済,116,8182.85,No
5542-TBBWB,男性,非高齢者,未婚,なし,1,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,69.9,69.9,No
1930-QPBVZ,男性,非高齢者,既婚,あり,68,あり,1回線,Fiber optic,あり,あり,なし,あり,なし,あり,2年更新,紙請求書,口座引き落とし,95.1,6683.4,No
2606-PKWJB,男性,非高齢者,未婚,あり,40,なし,電話契約なし,DSL,あり,あり,なし,あり,なし,なし,1年更新,紙請求書,郵送小切手,40.25,1564.05,No
5322-ZSMZY,男性,非高齢者,既婚,あり,31,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,郵送小切手,25.75,755.6,No
8059-UDZFY,女性,高齢者,未婚,あり,33,あり,複数回線,Fiber optic,なし,あり,あり,なし,あり,あり,毎月更新,電子請求書,口座引き落とし,105.35,3465.05,No
7740-BTPUX,男性,高齢者,既婚,なし,55,あり,複数回線,Fiber optic,なし,あり,あり,あり,あり,あり,2年更新,電子請求書,電子決済,113.6,6292.7,No
5220-AGAAX,男性,非高齢者,既婚,あり,68,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,電子請求書,口座引き落とし,24,1664.3,No
0208-BPQEJ,女性,非高齢者,既婚,あり,12,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,口座引き落とし,19.4,198.1,No
9435-JMLSX,男性,非高齢者,既婚,なし,71,あり,1回線,DSL,あり,あり,あり,あり,あり,あり,2年更新,電子請求書,口座引き落とし,86.1,6045.9,No
3352-ALMCK,男性,非高齢者,未婚,なし,40,あり,複数回線,Fiber optic,なし,あり,あり,なし,あり,あり,毎月更新,電子請求書,郵送小切手,102.65,4108.15,No
5312-IRCFR,女性,非高齢者,既婚,あり,64,あり,複数回線,Fiber optic,なし,あり,あり,なし,なし,あり,1年更新,電子請求書,電子決済,92.85,5980.75,No
5294-IMHHT,男性,非高齢者,既婚,なし,53,あり,複数回線,Fiber optic,なし,あり,なし,あり,なし,あり,1年更新,紙請求書,口座引き落とし,97.75,5043.2,No
8802-UNOJF,男性,高齢者,未婚,なし,12,あり,1回線,Fiber optic,なし,あり,あり,あり,なし,なし,毎月更新,電子請求書,郵送小切手,83.8,1029.75,Yes
6313-GIDIT,男性,高齢者,未婚,なし,53,なし,電話契約なし,DSL,なし,あり,あり,なし,あり,あり,毎月更新,電子請求書,電子決済,54.45,2854.55,Yes
6176-YJWAS,男性,非高齢者,既婚,なし,72,あり,複数回線,Fiber optic,あり,あり,あり,なし,あり,なし,2年更新,電子請求書,クレジットカード,97.95,7114.25,No
5310-NOOVA,男性,非高齢者,未婚,なし,46,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,電子決済,19.95,907.05,No
4526-EXKKN,男性,非高齢者,未婚,なし,40,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,電子請求書,郵送小切手,24.6,973.95,No
5311-IHLEI,男性,非高齢者,未婚,なし,12,なし,電話契約なし,DSL,あり,あり,なし,あり,あり,なし,毎月更新,電子請求書,口座引き落とし,50.95,605.75,No
3987-KQDDU,男性,非高齢者,未婚,なし,9,あり,1回線,Fiber optic,あり,なし,なし,なし,なし,なし,毎月更新,紙請求書,電子決済,75.6,661.55,No
3404-JNXAX,女性,非高齢者,既婚,あり,51,あり,複数回線,Fiber optic,なし,なし,なし,あり,なし,なし,毎月更新,電子請求書,電子決済,80.75,4116.9,No
5131-PONJI,男性,非高齢者,既婚,あり,49,あり,1回線,Fiber optic,なし,あり,あり,なし,あり,なし,毎月更新,電子請求書,クレジットカード,90.4,4494.65,No
2845-AFFTX,男性,高齢者,既婚,なし,41,あり,複数回線,Fiber optic,なし,なし,あり,なし,あり,あり,毎月更新,電子請求書,電子決済,99.8,4259.3,Yes
3489-VSFRD,女性,非高齢者,未婚,なし,56,あり,1回線,DSL,あり,なし,あり,あり,なし,なし,1年更新,電子請求書,クレジットカード,60.25,3282.75,No
3345-JHUEO,男性,非高齢者,未婚,なし,4,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,電子請求書,電子決済,20.2,55.7,No
5815-HGGHV,男性,非高齢者,既婚,なし,20,あり,1回線,DSL,あり,なし,なし,あり,なし,あり,1年更新,電子請求書,郵送小切手,64.15,1274.45,No
5260-UMPWX,女性,非高齢者,既婚,あり,26,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,電子請求書,クレジットカード,20.25,493.95,No
2249-YPRNG,女性,非高齢者,既婚,あり,20,あり,複数回線,Fiber optic,なし,あり,あり,なし,あり,あり,毎月更新,電子請求書,口座引き落とし,105.85,2239.65,Yes
7410-YTJIK,女性,非高齢者,未婚,なし,7,あり,複数回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,紙請求書,郵送小切手,75.45,480.75,Yes
